cue;nombre;direccion;id_localidad
20032100;SABINA BOVE DE BOZZALLA;AVDA. AMANCIO ALCORTA 3402 NUEVA POMPEYA ;2104001
20302703;ESEA DANZA MASTRAZZI CURSO INFANTIL N°09;AVDA. CASEROS  2152 PARQUE PATRICIOS ESC.PRIM. Nº 18 DE 5;2104001
20061703;JIN B DE 05 (ESC. PRIM. N°18 DE 05);AVDA. CASEROS 2152 PARQUE PATRICIOS ;2104001
20149800;JUAN ENRIQUE PESTALOZZI;AVDA. CASEROS 2152 PARQUE PATRICIOS ;2104001
20302720;ESEA DANZA MASTRAZZI CURSO JUVENIL N°01;AVDA. CASEROS 2152 PARQUE PATRICIOS ESC.PRIM.Nº 18 DE 5;2104001
20121700;INSTITUTO LA INMACULADA;AVDA. CASEROS 2776 PARQUE PATRICIOS ;2104001
20194400;CENTRO EDUC. COMPL. DE EDUC. PLASTICA Nº 19 DE 19;AVDA. CASEROS 4050 NUEVA POMPEYA ;2104001
20004100;PROVINCIA DE CORRIENTES;AVDA. CASEROS 4050 NUEVA POMPEYA ;2104001
20159600;JIN A DE 5 (ESC. PRIM. Nº 07 DE 05);AVDA. CASEROS 734 BARRACAS ;2104001
20077200;JUAN DE GARAY;AVDA. CASEROS 734 BARRACAS ;2104001
20049900;ESC. TEC. Nº 31 MAESTRO QUINQUELA DE 04;AVDA. DON PEDRO DE MENDOZA 1777 BOCA ;2104001
20128900;CENS Nº 32 DE 04;AVDA. DON PEDRO DE MENDOZA 1835 BOCA ;2104001
20000900;BENITO QUINQUELA MARTIN;AVDA. DON PEDRO DE MENDOZA 1835 BOCA 4303-7814;2104001
20042200;INSTITUTO FEDERICO GUILLERMO FRÖEBEL;AVDA. ENTRE RIOS 1661 PARQUE PATRICIOS ;2104001
20236340;CENTRO INFANTIL ZAVALETA;AVDA. GRAL. IRIARTE 3880 BARRACAS ;2104001
20220000;JII Nº 10 DE 05 ;AVDA. GRAL. IRIARTE 3880 BARRACAS ;2104001
20245824;SOL DE NOCHE ;AVDA. GRAL. IRIARTE 3880 BARRACAS ;2104001
20245850;SOL EN IRIARTE;AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS ;2104001
20184520;CENTRO EDUCATIVO Nº 88 COMEDOR COMUNITARIO;AVDA. GRAL. IRIARTE E/ IGAUZÚ Y ZAVALETA   BARRACAS APROXIMADAMENTE AVDA. GRAL. IRIARTE 3741(LADO IMPAR);2104001
20147500;ESC.TEC.Nº33 FUNDACION MAESTRANZA DEL PLUMERILLO DE 19;AVDA. INTENDENTE FRANCISCO RABANAL 1549 NUEVA POMPEYA ;2104001
20236316;CLUB DE JOVENES POMPEYA;AVDA. INTENDENTE FRANCISCO RABANAL 1549 NUEVA POMPEYA ESCTECNº33DE19 CLUB JOVENES;2104001
20282700;INST. DE FORMACION Y EDUCACION INTEGRAL;AVDA. JUAN DE GARAY  2476 PARQUE PATRICIOS ;2104001
20285300;UGEE Nº 13 BACH.POP.DE ADULTOS Y ADOLES Nº 13 RAYMUNDO GLEYZER DE 6;AVDA. JUAN DE GARAY 2900 PARQUE PATRICIOS ;2104001
20200603;CFP Nº 28 DE 06;AVDA. JUJUY 1738 PARQUE PATRICIOS ;2104001
20015000;INSTITUTO NUESTRA SEÑORA DE LUJAN;AVDA. JUJUY 2179 PARQUE PATRICIOS ;2104001
20311800;INSTITUTO STANFORD BINET;AVDA. MANUEL MONTES DE OCA  880 BARRACAS ;2104001
20077000;INSTITUTO VITRA;AVDA. MANUEL MONTES DE OCA 110 BARRACAS AVDA. MANUEL MONTES DE OCA 140;2104001
20145600;ESC. TEC. Nº 04 REPUBLICA DEL LIBANO DE 05;AVDA. MANUEL MONTES DE OCA 121 BARRACAS ;2104001
20162100;EI Nº06 ROSARIO VERA PENALOZA DE 05;AVDA. MANUEL MONTES DE OCA 16 BARRACAS ;2104001
20052100;INSTITUTO ZACCARIA;AVDA. MANUEL MONTES DE OCA 1844 BARRACAS ;2104001
20230500;ESC. HOSPITALARIA Nº 03 DE 05;AVDA. MANUEL MONTES DE OCA 40 BARRACAS HOSP. DR. PEDRO DE ELIZALDE;2104001
20159601;JIN A DE 5 (ESC. PRIM. Nº 03 DE 05);AVDA. MANUEL MONTES DE OCA 439 BARRACAS ;2104001
20195100;ESCUELA DE MUSICA N° 5 DE 05;AVDA. MANUEL MONTES DE OCA 439 BARRACAS ;2104001
20047000;BERNARDO DE IRIGOYEN;AVDA. MANUEL MONTES DE OCA 439 BARRACAS ;2104001
20159602;JIN A DE 5 (ESC. PRIM. Nº 15 DE 05);AVDA. MANUEL MONTES DE OCA 807 BARRACAS ;2104001
20048400;ARZOBISPO MARIANO ANTONIO ESPINOSA;AVDA. MANUEL MONTES DE OCA 807 BARRACAS ;2104001
20235200;ESC. DE EDUC. MEDIA Nº 02 DE 04;AVDA. REGIMIENTO DE PATRICIOS 1933 BARRACAS ;2104001
20230100;ESC. DE EDUC. MEDIA N° 04 HOMERO MANZI DE 19;AVDA. SAENZ 631 NUEVA POMPEYA ;2104001
20245836;POMPEYITOS;AVDA. SAENZ 631 NUEVA POMPEYA EEM Nº 4 DE 19;2104001
20310300;CENTRO EDUC. COMPLEM. DE NATACION N°5;AVDA. SUAREZ 1851 BARRACAS ;2104001
20312100;JII N° 17 DE 05;AVDA. SUAREZ 3110 BARRACAS ;2104001
20041100;INSTITUTO SAN ANTONIO DE PADUA;AVDA. TILCARA 3178 NUEVA POMPEYA ;2104001
20318200;ESCUELA INFANTIL ALPARGATITA;AZARA 823 BARRACAS ;2104001
20253900;ALPARGATITA;AZARA 823 BARRACAS ;2104001
20190000;EI Nº 03 DE 04;AZOPARDO 1504 BOCA ;2104001
20236305;CLUB DE JOVENES BARRACAS;Benito Quinquela Martin  1649 BARRACAS ESCTEC Nº10DE5(POLID9DEJULIO)CLUB JOVENES;2104001
20001000;JOSE JACINTO BERRUTTI;BENITO QUINQUELA MARTIN 1081 BOCA ;2104001
20002900;INSTITUTO SAN PEDRO;BENITO QUINQUELA MARTIN 1151 BOCA ;2104001
20243600;CFP Nº 34 PROF. ROBERTO H. ALBERGUCCI DE 04;BENITO QUINQUELA MARTIN 1171 BOCA ;2104001
20062300;ESC. DE COM. Nº 01 JOAQUIN V. GONZALEZ DE 04;BENITO QUINQUELA MARTIN 1649 BARRACAS ;2104001
20128800;COLEGIO Nº 11 HIPOLITO YRIGOYEN DE 04;BENITO QUINQUELA MARTIN 1649 BARRACAS ;2104001
20245840;ESPACIO BARRACAS;BENITO QUINQUELA MARTIN 1649 BARRACAS ;2104001
29001300;ESC.NAC.FLUVIAL COMODORO ANTONIO SOMELLERA(ARM.ARG.);BENJAMIN LAVAISSE  1650 BOCA ;2104001
20184000;ANTONIO J. BUCICH;BRANDSEN 1057 BOCA ;2104001
20032300;CENS Nº 39 DE 04;BRANDSEN 1057 BOCA ;2104001
20054900;CENS Nº 49 DE 05;BRANDSEN 2570 BARRACAS ;2104001
20243700;CFP Nº 02 DE 05 (HOSPITAL MOYANO);BRANDSEN 2570 BARRACAS INT. 305;2104001
20253800;COLOR ESPERANZA;BRANDSEN 484 BOCA ;2104001
20284700;UGEE Nº11 BACH.POP.DE ADULTOS Y ADOLES.GERMAN ABDALA;BROWN ALTE. AV. 1137 BOCA ;2104001
20168000;NUESTRA SEÑORA DE LA DIVINA PROVIDENCIA;CACHI 724 NUEVA POMPEYA ;2104001
20058900;PROVINCIA DE SAN LUIS;CACHI 77 NUEVA POMPEYA ;2104001
20230401;CENS Nº 72 DE 05;CACHI 77 NUEVA POMPEYA ;2104001
20047700;JIC N° 04 DE 05;CACHI 77 NUEVA POMPEYA ;2104001
20152204;JIN C DE 04 (ESC. PRIM. N° 24 DE 04);CALIFORNIA 1925 BARRACAS ;2104001
20005300;PRESIDENTE DERQUI;CALIFORNIA 1925 BARRACAS ;2104001
20167300;INST. SAGRADO CORAZON;CALIFORNIA 3018 BARRACAS CALIFORNIA 3018;2104001
20184530;CULTURAL POMPEYA;CARLOS MARIA RAMIREZ 1469 NUEVA POMPEYA ;2104001
20184519;CENTRO EDUCATIVO Nº 76 ESCURLA TECNICA UBA;CASEROS AV. 1750 BARRACAS CENTRO CULTURAL DEL SUR;2104001
20157100;DOCTOR RAFAEL BIELSA;CATAMARCA 2099 PARQUE PATRICIOS ;2104001
20201019;CURSOS CENTRO EDUCATIVO INST FELIX BERNASCONI;CATULO CASTILLO 2750 PARQUE PATRICIOS ;2104001
20194100;ESCUELA DE CORO Y ORQUESTA ATHOS PALMA DE 06;CATULO CASTILLO 2750 PARQUE PATRICIOS ;2104001
20247100;CENTRO EDUC. COMPLEM. DE NATACION N°02 DE 06;CATULO CASTILLO 2750 PARQUE PATRICIOS ;2104001
20038900;MARTA SALOTTI (INST.FELIX F. BERNASCONI);CATULO CASTILLO 2750 PARQUE PATRICIOS ;2104001
20157200;JUAN ANGEL GOLFARINI;CATULO CASTILLO 2750 PARQUE PATRICIOS ;2104001
20230400;CENS Nº 72 DE 06;CATULO CASTILLO 2750 PARQUE PATRICIOS ;2104001
20013500;CARLOS SAAVEDRA LAMAS;CATULO CASTILLO 2750 PARQUE PATRICIOS 3º PISO;2104001
20044200;JIC Nº 05 DE 06;CATULO CASTILLO 2750 PARQUE PATRICIOS INST. F.F. BERNASCONI;2104001
20189900;JM Nº 07 DELFINA MARULL DE SARDA DE 06;CATULO CASTILLO 2852 PARQUE PATRICIOS ;2104001
20284600;UGEE Nº10 BACH.POP.DE ADULTOS Y ADOLESDARIO SANTILLAN BARRACAS;CAYASTA 3370 BARRACAS ;2104001
20184504;CENTRO EDUCATIVO Nº 61 COMEDOR COMUNITARIO MTD;CAYASTA 3370 BARRACAS ;2104001
20070200;JIC N° 02 DE 19;CHARRUA 2850 NUEVA POMPEYA ;2104001
20249900;UGEE Nº4 BACH.POP.DE ADULTOS Y ADOLES. CHILAVERT;CNEL. MARTINIANO CHILAVERT 1136 NUEVA POMPEYA ;2104001
20132801;ENS N° 05 GRAL MARTIN MIGUEL DE GUEMES DE 05;CNEL. RICO 751 BARRACAS 753;2104001
20250600;CENS Nº 89 DE 05;COMBATE DE LOS POZOS 1881 PARQUE PATRICIOS ;2104001
20006000;ESC. HOSPITALARIA Nº 02 DE 05;COMBATE DE LOS POZOS 1881 PARQUE PATRICIOS HOSP. DR. PROF. J.P.GARRAHAM;2104001
20184527;CENTRO EDUCATIVO Nº 18 LA ROSA NARANJA;COMBATE DE LOS POZOS 1986 PARQUE PATRICIOS ;2104001
20169300;ENS Nº 11 DR. RICARDO LEVENE DE 06;DEAN FUNES 1821 PARQUE PATRICIOS ;2104001
20265200;ESCUELA INFANTIL MI GRUPITO;DEAN FUNES 1971 PARQUE PATRICIOS ;2104001
20282800;ESCUELA INFANTIL Nº 13 DE 05;DIOGENES TABORDA 1096 NUEVA POMPEYA ;2104001
20054200;JIC N° 02 CARLOS DELLA PENNA DE 04;DR. EDUARDO BRAUN MENENDEZ 260 BOCA ;2104001
20195200;ESCUELA DE MUSICA N° 1 DE 04;DR. EDUARDO BRAUN MENENDEZ 260 BOCA ;2104001
20052000;CARLOS DELLA PENNA;DR. EDUARDO BRAUN MENENDEZ 260 BOCA ;2104001
20249300;BACH. POP. DE JOVENES Y ADULTOS ESCUELA LIBRE DE CONSTITUCION;DR. ENRIQUE FINOCHIETTO 1802 BARRACAS ;2104001
20132700;CENTRO EDUCATIVOS PARA NIÑOS EN TIEMPOS Y ESPACIOS SINGULARES Nº 01 DE 05;DR. RAMON CARRILLO 317 BARRACAS ;2104001
20041800;DR ADOLFO SALDIAS;ECHAURI 1576 NUEVA POMPEYA ;2104001
20029800;PROVINCIA DE FORMOSA;ELIA 473 PARQUE PATRICIOS ;2104001
20106000;ESC. PARA NIÑOS NIÑAS CON DISCAPACIDAD MENTAL Nº 05 DR.ANGEL S.ARDAIZ DE 19;FERRE 1957 NUEVA POMPEYA ;2104001
20067600;INSTITUTO NUEVA POMPEYA;FOURNIER 3157 NUEVA POMPEYA ;2104001
20320335;CENOF ROSARIO VERA;GONCALVES DIAS 738 BARRACAS ;2104001
20282600;ESC.SOCIAL SAN JUAN BOSCOLA NOCTURNA;GRAL. GREGORIO ARAOZ DE LAMADRID 447 BOCA ;2104001
20178800;GRAL. GREGORIO ARAOZ DE LAMADRID;GRAL. GREGORIO ARAOZ DE LAMADRID 499 BOCA ;2104001
20059500;JII Nº 01 QUINQUELA MARTIN DE 04;GRAL. GREGORIO ARAOZ DE LAMADRID 648 BOCA ;2104001
20062600;Nº 29 DE 4 - Adultos MANUEL BELGRANO;GRAL. GREGORIO ARAOZ DE LAMADRID 676 BOCA ;2104001
20049800;CENS Nº 45 DE 04;GRAL. GREGORIO ARAOZ DE LAMADRID 676 BOCA ;2104001
20215800;CENTRO EDUC.COMPL. DE IDIOMAS EXTRANJ.Nº5 DE 05;GRAL. HORNOS 530 BARRACAS ;2104001
20047200;ESTADO PLURINACIONAL DE BOLIVIA;GRAL. HORNOS 530 BARRACAS ;2104001
20191300;ESC. DE FORMACIÓN INTEGRAL Nº 36 DR. AURELIO MARTINEZ DE 6;GRAL. URQUIZA 2159 PARQUE PATRICIOS ;2104001
20245812;JUGAAD;GRAL.GREGORIO ARAOZ DE LAMADRID 499 BOCA ;2104001
20320350;CENTRO CARITAS;GUARANI 272 NUEVA POMPEYA ;2104001
20239400;CFP Nº 19 DE 05;GUARANI 272 NUEVA POMPEYA CARITAS BUENOS AIRES;2104001
20298300;ESCUELA CURA BROCHERO;HERMINIO MASANTONIO 3012 PARQUE PATRICIOS ;2104001
20153200;PROVINCIA DE LA RIOJA;HERNANDARIAS 556 BOCA ;2104001
20220200;JII Nº 04 DE 04;HERNANDARIAS 850 BOCA ;2104001
20148200;INSTITUTO SANTA MARIA DEL ROSARIO;HERRERA 575 BARRACAS ;2104001
20183900;DEAN DIEGO ESTANISLADO DE ZAVALETA;IGUAZU 1110 BARRACAS ;2104001
20235600;CENS Nº 75 DE 05;IGUAZU 1110 BARRACAS ;2104001
20301600;UGEE Nº 21 BACH. POP. DE JOVENES Y ADULTOS GRACIELA ACOSTA;IGUAZU 620 PARQUE PATRICIOS IGUAZU 622;2104001
20005700;ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 06 DE 06;INCLAN 3146 PARQUE PATRICIOS ;2104001
20004900;INSTITUTO PARROQUIAL SANTA LUCIA;ISABEL LA CATOLICA 221 BARRACAS 235;2104001
20008900;PRESBITERO ALBERTI;ITAQUI 2050 NUEVA POMPEYA CHARRÚA 2850;2104001
20236333;POMPEYA CHICOS;ITAQUI 2050 NUEVA POMPEYA Escuela  13 DE 19 Presbistero Alberti;2104001
20006200;ESCUELA INTEGRAL INTERDISCIPLINARIA N° 05 DE 05;JOSE A. CORTEJARENA 3350 PARQUE PATRICIOS ;2104001
20152200;JIN C DE 04 (ESC. PRIM. N° 28 DE 04);JOSE AARON SALMUN FEIJOO 1073 BARRACAS ;2104001
20158100;FRANCISCO P. MORENO;JOSE AARON SALMUN FEIJOO 1073 BARRACAS ;2104001
20234700;ESC. DE EDUC. MEDIA Nº 01 NORBERTO JULIO MORRESI  DE 05;JUAN CARLOS GOMEZ 253 PARQUE PATRICIOS ;2104001
20118200;ESC. DE COM. Nº 18 REINO DE SUECIA DE 05;JUAN CARLOS GOMEZ 253 PARQUE PATRICIOS ;2104001
20245822;NOCHERITOS ;JUAN CARLOS GOMEZ 253 PARQUE PATRICIOS EEM Nº 1 DE 05;2104001
20060100;JOSE MARIA GUTIERREZ;LA RIOJA 1846 PARQUE PATRICIOS ;2104001
20249600;UGEE Nº6 BACH.POP.DE ADULTOS Y ADOLES.2DEDICIEMBRE;LAFAYETTE 1879 BARRACAS ;2104001
20286900;BACH. POP. DE JOVENES Y ADULTOS VILLA 21 24;LAFAYETTE 1879 BARRACAS ;2104001
20167900;REPUBLICA DE HAITI;LAFAYETTE 1879 BARRACAS ;2104001
20312400;JII Nº 19 DE 05;LAGOS 2929 PARQUE PATRICIOS ;2104001
20294300;ESC. PRIMARIA Nº 28 DE 05;LOS PATOS  3042 PARQUE PATRICIOS ;2104001
20280300;ESCUELA INFANTIL Nº 11 DE 05;LOS PATOS 3004 PARQUE PATRICIOS ;2104001
20203300;CBO N° 01 EVITA DE 05;LOS PATOS 3080 PARQUE PATRICIOS ;2104001
20184540;CENTRO EDUCATIVO Nº 11 AMIGOS DEL PADRE PEPE DE LA SIERRA;LUNA 1913 BARRACAS VILLA 21/4;2104001
20311600;JII N° 16 DE 05;LUNA 690 PARQUE PATRICIOS ;2104001
20047400;JOSE PEDRO VARELA;LUZURIAGA 1571 BARRACAS ;2104001
20007600;JIC Nº 03 DE 05;LUZURIAGA 1571 BARRACAS ;2104001
20168200;CONTRALMIRANTE MARTIN GUERRICO;LYNCH 3536 NUEVA POMPEYA ;2104001
20256700;PIMPINELA;LYNCH 3735 NUEVA POMPEYA ;2104001
20303900;JII Nº 14 DE 05;MANUEL GARCIA 370 PARQUE PATRICIOS ;2104001
20314500;ESCUELA INFANTIL ENANITOS REVOLTOSOS;MANUEL J. SAMPERIO 958 BARRACAS ;2104001
20268900;ENANITOS REVOLTOSOS;MANUEL J. SAMPERIO 958 BARRACAS ;2104001
20060600;JII N 10 DE 04;MARTIN RODRIGUEZ 425 BOCA ;2104001
20054100;HOGAR DE LA INFANCIA DE LA BOCA;MARTIN RODRIGUEZ 864 BOCA ;2104001
20295600;CFP Nº 39 DE 19;MATANZA  2781 NUEVA POMPEYA ;2104001
20030101;CENS Nº 35 DE 19;MATANZA 2781 NUEVA POMPEYA ;2104001
20227800;JUANA AZURDUY;MOM 2358 NUEVA POMPEYA ;2104001
20003700;JIN B HOMERO MANZI DE 19 (N°11);MOM 2380 NUEVA POMPEYA ;2104001
20187700;INSTITUTO SUPERIOR DE TECNICATURAS PARA LA SALUD;MONASTERIO 480 PARQUE PATRICIOS ;2104001
20184500;PROGRAMA DE ALFABETIZACION EDUCACION  BASICA  Y TRABAJO;MONTES DE OCA 1356 BARRACAS 1º PISO;2104001
20059600;AGUSTIN RAFAEL CAFFARENA;NECOCHEA 1136 BOCA ;2104001
20164600;INSTITUTO MADRE DE LOS EMIGRANTES;NECOCHEA 330 BOCA ;2104001
20050300;COLEGIO SAN JUAN EVANGELISTA;OLAVARRIA 486 BOCA ;2104001
20279300;INSTITUTO NUESTRA SEÑORA DE LOS MILAGROS DE CAACUPE;OSVALDO CRUZ 3470 BARRACAS ;2104001
20227601;REP. DE HAITI - ANEXO PARROQUIA CAACUPE;OSVALDO CRUZ 3470 BARRACAS ;2104001
20236341;CLUB DE JOVENES LA BOCA;PALOS S/N  BOCA ;2104001
20274500;ESC. INF. Nº 07 CASA AMARILLA DE 04;PALOS S/N  BOCA Ref 1 :PALOS entre 100 y 200 /Ref 2:JUAN MANUEL BLANES entre 500 y 600;2104001
20167100;ESC. DE EDUC. MEDIA Nº 07 ESC. DE LA RIBERA DE 04;PALOS Y JUAN MANUEL BLANES S/N  BOCA ;2104001
20285000;ESCUELA DE EDUCACION MEDIA Nº 3 DE 4;PALOS Y JUAN MANUEL BLANES S/N  BOCA ALTURA entre 100 y 200;2104001
20314900;INSTITUTO DE FORMACION TECNICA SUPERIOR DON ORIONE;PEPIRI 1462 NUEVA POMPEYA ;2104001
20279301;INSTITUTO NTRA SRA. DE LOS MILAGROS DE CAACUPE;PEPIRI 1462 NUEVA POMPEYA ;2104001
20230300;CFP Nº 15 DE 05;PEPIRI 1462 NUEVA POMPEYA 1464;2104001
20250200;BACH. POP. DE JOVENES Y ADULTOS BARRACAS NORTE;PERDRIEL  1441 BARRACAS ;2104001
20230301;CFP N°15 DE 05;PERIRÍ 1442 NUEVA POMPEYA ;2104001
20061704;JIN B DE 05 (ESC. PRIM. N° 26 DE 05);PICHINCHA 1873 PARQUE PATRICIOS ;2104001
20048500;MIGUEL DE AZCUENAGA;PICHINCHA 1873 PARQUE PATRICIOS ;2104001
20251500;JARDIN DE INFANTES DIN DI LAT;PIEDRAS 1734 BARRACAS ;2104001
20050800;INSTITUTO SANTA FELICITAS DE SAN VICENTE DE PAUL;PINZON 1480 BARRACAS ;2104001
20056600;IGNACIO FERMIN RODRIGUEZ;PJE. LA CONSTANCIA 2524 NUEVA POMPEYA ;2104001
20293600;CFP Nº 37 DE 05;PROF. DR. PEDRO CHUTRO 3003 PARQUE PATRICIOS ;2104001
20172900;EI Nº 05 MARIA EVA DUARTE DE PERON DE 05;PROF. DR. PEDRO CHUTRO 3380 PARQUE PATRICIOS ;2104001
20010400;INSTITUTO MARIA AUXILIADORA;PUERTO DE PALOS 560 BOCA ;2104001
20217200;CENTRO EDUC. COMPL. DE IDIOMAS EXTRANJEROS Nº 19 DE 19;QUILMES 473 NUEVA POMPEYA ;2104001
20004200;AERONAUTICA ARGENTINA;QUILMES 473 NUEVA POMPEYA ;2104001
20243701;CFP Nº 02 DE 05 HOSPITAL BORDA;RAMON CARRILLO 375 BARRACAS ;2104001
20307600;CRUZ DEL SUR;RIO CUARTO  2560 BARRACAS ;2104001
20001100;REPUBLICA ITALIANA;RIO CUARTO 1249 BOCA ;2104001
20011900;CENS Nº 51 DE 04;RIO CUARTO 1993 BARRACAS ;2104001
20201100;CFP N° 01 DE 04;RIO CUARTO 1993 BARRACAS ;2104001
20184536;CENTRO EDUCATIVO Nº 47 ESCUELA MEDIA N.° 6;RIO CUARTO Y MONTESQUIEU - AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS ;2104001
20250500;ESC. DE EDUC. MEDIA N° 06 DE 05;RIO CUARTO Y MONTESQUIEU - AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS ;2104001
20247000;ESCUELA INFANTIL N° 12 DE 05;RIO CUARTO Y MONTESQUIEU - AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS ;2104001
20227900;HORACIO QUIROGA;RIO CUARTO Y MONTESQUIEU - AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS ;2104001
20236326;CLUB DE JOVENES BARRACAS SUR;RIO CUARTO Y MONTESQUIEU - AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS ESCPRIM Nº12DE5 CLUB JOVENES;2104001
20242100;CFP Nº 09 DE 05;RIO CUARTO Y MONTESQUIEU - AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS POLO EDUCATIVO BARRACAS;2104001
20152201;JIN C DE 04 (ESC. PRIM. N° 03 DE 04);ROCHA 1226 BOCA ;2104001
20001200;JUAN MARIA GUTIERREZ;ROCHA 1226 BOCA ;2104001
20246700;JII Nº10 FRANCISCO PASCASIO MORENO 10 DE 06;RONDEAU 2751 PARQUE PATRICIOS IFF BERNASCONI;2104001
20044100;ENRIQUE BANCHS;RONDEAU 2751 PARQUE PATRICIOS PISO ALA RONDEAU;2104001
20029600;FRAY MAMERTO ESQUIU;SALOM 332 BARRACAS ;2104001
20033400;ESCUELA PARROQUIAL SANTA ELISA;SALTA 2290 BARRACAS ;2104001
20062100;JII Nº 02 ANTONIO ABERASTAIN DE 05;SAN ANTONIO 1136 BARRACAS ;2104001
20007700;NIEVES ESCALADA DE OROMI;SAN ANTONIO 682 BARRACAS ;2104001
20236330;CLUB DE CHICOS BARRACAS ;SAN ANTONIO 682 BARRACAS ESC.PRIM.Nº20DE5 CLUB CHICOS;2104001
20084300;ESC. TEC. Nº 14 LIBERTAD DE 05;SANTA MAGDALENA 431 BARRACAS ;2104001
20062000;INSTITUTO NUESTRA SEÑORA DEL BUEN CONSEJO;SANTA MARIA DEL BUEN AIRE 953 BARRACAS ;2104001
20312800;ESC. PRIMARIA N° 05 DE 05;SANTO DOMINGO 4050 NUEVA POMPEYA ;2104001
20221200;EI Nº 09 DE 05;SANTO DOMINGO 4050 NUEVA POMPEYA ;2104001
20000100;INSTITUTO PRIVADO ESCUELA EVANGELICA WILLIAM C. MORRIS;SUÁREZ  684 BOCA ;2104001
20152202;JIN C DE 04 (ESC. PRIM. N° 13 DE 04);SUAREZ 1145 BOCA ;2104001
20032200;REPUBLICA DE CHILE;SUAREZ 1145 BOCA ;2104001
20233100;INSTITUTO ALFREDO PALACIOS;SUAREZ 1301 BARRACAS ;2104001
20287800;ESC. INF. MANOS A LA OBRA;SUAREZ 1525 BARRACAS PISO 1º;2104001
20003900;PROFESOR CARLOS JUSTO FLORIT;TILCARA 2856 NUEVA POMPEYA ;2104001
20239900;CENS Nº 84 DE 19;TILCARA 2856 NUEVA POMPEYA ;2104001
20015400;DR.GENARO SISTO;TILCARA 3365 NUEVA POMPEYA ;2104001
